OBJECTID,PARK_NUMBER,PARK_NAME,SAP_ASSET_ID,HOUSE_NUMBER,STREET_ADDRESS,SUBURB,POST_CODE,LONG,LAT,SHAPE_Length,SHAPE_Area
125,D0057,GLINDEMANN DRIVE PARK,B-RE-1852,31,HOLLAND ROAD,HOLLAND PARK,4121,153.066075651,-27.519848649,820.583972089639,8901.80797551425
126,D0059,CHESTER PARK RESERVE,B-RE-1851,8,BOAMBILLEE STREET,MOUNT GRAVATT EAST,4122,153.083793717948,-27.5290635254898,1371.64272249073,55557.3930624302
127,D0060,KENTISH STREET PARK,B-RE-1850,35,CANTERBURY STREET,MOUNT GRAVATT EAST,4122,153.089221908167,-27.5343331266909,142.345321078903,1284.18931084626
128,D0061,SEVILLE PARK,B-RE-1849,84,SEVILLE ROAD,HOLLAND PARK,4121,153.07142860934,-27.5218028654983,592.828160647218,18212.9383152299
129,D0062,JOE BRADFIELD CENTRE PARK,B-RE-1848,28,NYRANG STREET,CARINA,4152,153.091331362797,-27.4918381032438,1348.96532413892,59425.5613329829
130,D0063,PATTISON PARK,B-RE-1847,34,PATTISON AVENUE,NORMAN PARK,4170,153.066725292962,-27.4803899473213,352.418936646402,6635.13768844949
131,D0064,GLINDEMANN PARK,B-RE-1846,1208,LOGAN ROAD,HOLLAND PARK WEST,4121,153.069156589431,-27.5254567201927,2286.61183598645,69337.378633593
132,D0065,TINGALPA CREEK RESERVE,B-RE-1845,42,TORONTO ROAD,CHANDLER,4155,153.185165667956,-27.5066820240541,5740.34148747421,967352.749447554
133,D0066,FERGUSON ROAD PARK,B-RE-1844,149,FERGUSON ROAD,SEVEN HILLS,4170,153.078127220632,-27.4861005632161,279.08936989502,3124.41650567699
134,D0067,BELMONT RECREATION RESERVE,B-RE-1843,1006,OLD CLEVELAND ROAD,CARINA,4152,153.099060323616,-27.4963766736815,2429.91121784733,66693.7501640827
135,D0069,BUCKLEY STREET PARK,B-RE-1842,1020,CREEK ROAD,CARINA HEIGHTS,4152,153.094354482,-27.509174774,1855.49591948696,67375.6630210635
136,D0070,HARDGRAVE PARK,B-RE-1841,155,PETRIE TERRACE,PETRIE TERRACE,4000,153.014823890213,-27.4623973617977,678.238943320387,10756.548868059
137,D0071,WICKHAM PARK,B-RE-1840,330,WICKHAM TERRACE,SPRING HILL,4000,153.021973971753,-27.4656987678396,738.087517517043,19130.880317953
138,D0073,OBSERVATORY PARK,B-RE-1839,230,WICKHAM TERRACE,SPRING HILL,4000,153.023111789923,-27.4660222377065,273.500079958776,4630.4378176882
139,D0074,BEDFORD PLAYGROUND PARK,B-RE-1838,33,QUARRY STREET,SPRING HILL,4000,153.028339508093,-27.4573010668183,506.406212903603,14700.3594431072
140,D0075,CAPTAIN BURKE PARK,B-RE-1837,117,HOLMAN STREET,KANGAROO POINT,4169,153.035300356358,-27.4653523338955,882.410859683459,19829.2065517827
141,D0076,CENTENARY PLACE PARK,B-RE-1836,85,WICKHAM STREET,FORTITUDE VALLEY,4006,153.031957478104,-27.4609220490915,422.568448775746,8747.41068049876
142,D0077,FOUNTAIN RESERVE,B-RE-1835,118,EAGLE STREET,BRISBANE CITY,4000,153.030179393333,-27.4660173406666,76.7754901433653,239.71879019753
143,D0078,TENERIFFE PARK,B-RE-1834,33,TENERIFFE DRIVE,TENERIFFE,4005,153.047150594598,-27.4579708048483,942.655358777607,30522.9206641174
144,D0079,FIG TREE RESERVE,B-RE-1833,118A,EAGLE STREET,BRISBANE CITY,4000,153.029629159667,-27.4677718296666,79.150861084696,255.981282332265
145,D0080,MERTHYR PARK,B-RE-1832,112,OXLADE DRIVE,NEW FARM,4005,153.046390815,-27.4751196359999,1992.52072072067,34323.7252867783
146,D0081,TERRACE STREET PARK,B-RE-1831,60,SEDGEBROOK STREET,SPRING HILL,4000,153.022958864225,-27.4638533169834,92.1955469180553,372.559115575499
147,D0082,ANZAC SQUARE,B-RE-1830,228,ADELAIDE STREET,BRISBANE CITY,4000,153.026654446981,-27.4665103836179,293.294193051917,5227.16572336167
148,D0083,VICTORIA PARK,B-RE-1829,271,GILCHRIST AVENUE,HERSTON,4006,153.022215308675,-27.4530799179414,8663.13558109658,584375.69647596
149,D0084,NEWSTEAD PARK,B-RE-1828,28,NEWSTEAD AVENUE,NEWSTEAD,4006,153.045894979605,-27.4425240829339,786.966369861296,32113.5295676938
150,D0085,PERRY PARK,B-RE-1827,34,FOLKESTONE STREET,BOWEN HILLS,4006,153.040010833396,-27.4435151429138,885.807360461034,46013.8085564231
151,D0086,BOOROODABIN RECREATION RESERVE,B-RE-1826,126,BREAKFAST CREEK ROAD,NEWSTEAD,4006,153.042679110562,-27.44463211072,310.92265806898,5126.44307474396
152,D0087,BOWEN PARK,B-RE-1825,3,BOWEN BRIDGE ROAD,BOWEN HILLS,4006,153.029808014187,-27.4487597018532,554.192295606821,18021.0270930994
153,D0088,JAMES WARNER PARK,B-RE-1824,33,ANNIE STREET,KANGAROO POINT,4169,153.03413889174,-27.4667117777817,246.798354695194,3524.42426467525
154,D0089,WILSON OUTLOOK RESERVE,B-RE-1823,231,BOWEN TERRACE,NEW FARM,4005,153.038851579241,-27.463267598821,504.62323649085,3487.05980002182
155,D0090,C.T.WHITE PARK,B-RE-1822,22,BRIGHT STREET,KANGAROO POINT,4169,153.034265480179,-27.4696809462783,1347.58455072641,19243.993573429
156,D0092,KING EDWARD PARK,B-RE-1821,224,TURBOT STREET,BRISBANE CITY,4000,153.024017292068,-27.4659170663144,286.876522082462,4870.67376472075
157,D0093,CATHEDRAL SQUARE,B-RE-1779,410,ANN STREET,BRISBANE CITY,4000,153.029089996909,-27.4634543113264,481.070072259037,8995.59565811997
158,D0094,EMMA MILLER PLACE,B-RE-1737,109,ROMA STREET,BRISBANE CITY,4000,153.022069847968,-27.4671372893857,592.180991183221,10750.3359822528
159,D0095,NEW FARM PARK,B-RE-1736,1042,BRUNSWICK STREET,NEW FARM,4005,153.051237231881,-27.469168521118,1651.47445407588,155496.195811055
160,D0096,CITY BOTANIC GARDENS,B-RE-1735,147,ALICE STREET,BRISBANE CITY,4000,153.030036212021,-27.4757785442918,2955.48075427361,183547.176542383
161,D0097,RAYMOND PARK,B-RE-1734,184,WELLINGTON ROAD,KANGAROO POINT,4169,153.038799863616,-27.48075057737,1819.36026859982,50855.3691269925
162,D0099,KING GEORGE SQUARE,B-RE-1733,100,ADELAIDE STREET,BRISBANE CITY,4000,153.024192114561,-27.4684244948541,334.888347419766,7003.85252911229
163,D0100,MAIN STREET PARK (KANGAROO POINT),B-RE-1732,234,MAIN STREET,KANGAROO POINT,4169,153.035626373089,-27.4697299639237,301.221519168284,2075.63251487713
164,D0101,CLARK LANE PARK,B-RE-1731,518,QUEEN STREET,BRISBANE CITY,4000,153.031120535473,-27.4634644529101,57.9560273003191,190.645662295107
165,D0103,GOULD ROAD PARK,B-RE-1730,16,GOULD ROAD,HERSTON,4006,153.020615056094,-27.4425461585912,667.240005619352,13131.9465477269
166,D0104,E. E. MCCORMICK PLACE,B-RE-1729,278,UPPER ROMA STREET,BRISBANE CITY,4000,153.015272852,-27.46641118,478.710613889766,5966.54357349021
167,D0105,BOWIE'S FLAT PARK,B-RE-1728,19,BOONGALL ROAD,CAMP HILL,4152,153.064931914577,-27.4939198129179,934.87252081369,23902.4725716444
168,D0106,TARANA STREET PARK,B-RE-1727,47,TARANA STREET,CAMP HILL,4152,153.073429601274,-27.4951221305779,340.095823677108,5421.87153135098
169,D0109,WEMBLEY PARK,B-RE-1726,71,JACKSON STREET,COORPAROO,4151,153.060902618336,-27.4891604917002,2641.37218459897,117880.273040536
170,D0110,ERIC SIVELL PARK,B-RE-1725,171,BOUNDARY ROAD,COORPAROO,4151,153.074377673673,-27.5042728147697,797.727923117958,19283.6955751176
171,D0111,WYNOLA PARK,B-RE-0019,57,MERIDIAN STREET,COORPAROO,4151,153.067656629296,-27.5110520210461,546.336557649868,10149.5665739443
172,D0112,TRUNDLE PARK,B-RE-1724,26,KENNETH STREET,COORPAROO,4151,153.057630866709,-27.50410375486,464.785340124575,5763.32649735605
173,D0113,PERTH STREET PARK,B-RE-1723,74,PERTH STREET,CAMP HILL,4152,153.075638342303,-27.4860887885248,1293.44879653011,53997.7962868345
174,D0114,TEMPLE STREET PARK,B-RE-1722,36,TEMPLE STREET,COORPAROO,4151,153.056537425341,-27.4878866099004,457.629016550719,9085.71093314235
175,D0115,WILLS STREET PARK,B-RE-1721,43,WILLS STREET,COORPAROO,4151,153.061227723922,-27.5113628251,449.236999320091,4345.47990368773
176,D0116,COONARA STREET PARK,B-RE-1720,31,COONARA STREET,HOLLAND PARK,4121,153.067829947819,-27.5136389021917,281.795712641938,4176.81015546886
177,D0117,LANGLANDS PARK,B-RE-1719,110,MAIN AVENUE,COORPAROO,4151,153.049255626677,-27.4964862726718,1387.94686683665,69125.4360899775
178,D0118,MAJESTIC PARK,B-RE-1718,62,PARK STREET,COORPAROO,4151,153.067301962817,-27.5083356985123,496.165425631575,14418.6804714355
179,D0119,C.B.MOTT PARK,B-RE-1717,49,ABBOTSLEIGH STREET,HOLLAND PARK,4121,153.059376399739,-27.5155991325556,1067.30562602955,57061.2657575918
180,D0120,STANLEY STREET EAST PARK (NO. 1110),B-RE-1706,1110,STANLEY STREET,COORPAROO,4151,153.052073874,-27.484374896,1483.34418192258,7068.91802733254
181,D0121,W. J. SCOTT PARK,B-RE-1705,125,HAROLD STREET,HOLLAND PARK,4121,153.064126404801,-27.5162958704109,874.3570271776,31988.0914901102
182,D0123,ROME STREET PARK,B-RE-1704,64,ROME STREET,COORPAROO,4151,153.057245306652,-27.4818887313123,516.780511990819,9358.48188335925
183,D0124,BARSTON PLACE PARK,B-RE-1703,23,NORFOLK STREET,COORPAROO,4151,153.063621999412,-27.5018157913211,325.918903447007,4896.18098102799
184,D0125,C.P.BOTTOMLEY PARK,B-RE-1702,31,HALIFAX STREET,NORMAN PARK,4170,153.061462777235,-27.4835631019985,2109.5264668596,79165.3103408695
185,D0126,SID LODER PARK,B-RE-1698,28,TEL-EL-KEBIR STREET,MITCHELTON,4053,152.977785712165,-27.4168464607038,478.489878633764,12169.5603234588
186,D0127,SEDGLEY PARK,B-RE-1697,35,ALDERSON STREET,ALDERLEY,4051,153.00603420787,-27.4291486340182,1512.45245521324,66957.4349613395
187,D0128,MITCHELTON PARK,B-RE-1699,37,OSBORNE ROAD,MITCHELTON,4053,152.978982935477,-27.41444028346,1119.79848447033,74513.7193388878
188,D0129,ENOGGERA MEMORIAL PARK,B-RE-1700,95,HURDCOTTE STREET,ENOGGERA,4051,152.987851519642,-27.4141795411673,1837.5465578494,105791.398660934
189,D0130,KOREA PARK,B-RE-1701,111,PICKERING STREET,ENOGGERA,4051,152.992538252579,-27.4183685357279,513.219017111983,11815.3312319741
190,D0131,PICKERING STREET PARK,B-RE-1707,176,PICKERING STREET,ENOGGERA,4051,152.990212745869,-27.4192029316282,323.664289908963,5519.89503711118
191,D0132,FERGUSON PARK (ENOGGERA),B-RE-1708,295,SAMFORD ROAD,ENOGGERA,4051,152.987619238917,-27.4199323316232,1252.79461004754,41200.1679529975
192,D0133,BANKS STREET RESERVE,B-RE-1709,26,VIEW STREET,ALDERLEY,4051,152.997434051862,-27.4341385345572,2894.43392230114,344241.743059266
193,D0134,WILLMINGTON PARK,B-RE-1710,81,MOORE STREET,ALDERLEY,4051,152.993242662447,-27.4271987686443,328.305200340645,6901.18654559305
194,D0135,OAKLEIGH PARK,B-RE-1711,67,VICTORIA STREET,ASHGROVE,4060,152.98581586964,-27.4340149056363,579.633029850984,7526.54890295544
195,D0136,BERMINGHAM STREET PARK,B-RE-1946,25,BERMINGHAM STREET,ALDERLEY,4051,152.998546120926,-27.4221143856753,313.242808782177,3733.63197500753
196,D0137,PURTELL PARK,B-RE-2027,57,CARWOOLA STREET,BARDON,4065,152.972598876844,-27.4639262944514,2670.22249336894,109074.408976124
197,D0138,BARDON PARK,B-RE-1760,101,COOLIBAH STREET,BARDON,4065,152.978749524678,-27.4565970896325,703.823199052671,12997.7723906626
198,D0139,MCCONAGHY STREET PARK (NO. 171-235),B-RE-1759,171,MCCONAGHY STREET,MITCHELTON,4053,152.977999798856,-27.40243665393,930.889645378707,21998.6081717309
199,D0140,PATEN PARK,B-RE-1758,45,PATEN ROAD,THE GAP,4061,152.952140400761,-27.4521290783963,1349.52679140471,64721.3913609555
200,D0141,ALFRED & LUCINA BEST PARK,B-RE-1757,89,PAYNE ROAD,THE GAP,4061,152.953870183,-27.44876492,1385.39777146006,29791.4444927401
201,D0142,SCHOOL ROAD PARK,B-RE-1756,1176,WATERWORKS ROAD,THE GAP,4061,152.940303300348,-27.4436362056274,534.656380682676,6159.14790193979
202,D0143,RIAWEENA STREET PARK,B-RE-1755,16,ILLOWRA STREET,THE GAP,4061,152.943580374,-27.447261463,2564.17251067889,31424.3035712762
203,D0144,ASHGROVE SCENIC RESERVE,B-RE-1754,121,ST JOHNS AVENUE,ASHGROVE,4060,152.965104528919,-27.442108118227,1159.42304141029,75751.7913039924
204,D0145,ILLOWRA STREET PARK,B-RE-1753,61,ILLOWRA STREET,THE GAP,4061,152.944495347417,-27.444543144127,261.812704439038,2922.49063620042
205,D0146,SILVERTOP STREET PARK,B-RE-1752,7,COACHWOOD STREET,KEPERRA,4054,152.954811974574,-27.4114210860411,400.505786775481,8156.33608723983
206,D0147,CAMOOLA STREET PARK,B-RE-1751,2,AVINGTON STREET,KEPERRA,4054,152.94420316677,-27.4113009067559,1126.49731194689,35323.2428039344
207,D1876,HAVEN ROAD PARK,B-RE-0538,619,HAVEN ROAD,UPPER BROOKFIELD,4069,152.870135789566,-27.4934954564589,342.235705151312,6581.9523339176
208,D1877,ARCHERFIELD WETLANDS PARKLAND,B-RE-0537,1980,IPSWICH ROAD,ROCKLEA,4106,152.991656937466,-27.5754645992786,10312.8941623374,1157805.53836144
209,D1878,DESHON STREET PARK,B-RE-0536,104,DESHON STREET,WOOLLOONGABBA,4102,153.047451554133,-27.4928490357901,149.384130615973,1455.39474561007
210,D1879,CLARENCE STREET PARK,B-RE-0617,59,CLARENCE STREET,COORPAROO,4151,153.05283317414,-27.4905266722017,417.115967114027,1902.80111316963
211,D1880,MOGGILL ROAD PARK (NO. 2231),B-RE-0616,2231,MOGGILL ROAD,KENMORE,4069,152.930541241381,-27.5141414498776,344.828975258555,4350.44547630372
212,D1881,DUMBURRU PARK,B-RE-0615,114,COLLEGE ROAD,KARANA DOWNS,4306,152.814245001868,-27.5468911855054,3041.05686800573,146230.49957024
213,D1882,MURRI PARK,B-RE-0614,9,ILLAWONG WAY,KARANA DOWNS,4306,152.813558338483,-27.5543952539792,840.3170107615,19565.0714485368
214,D1883,SCRIVEN STREET RESERVE,B-RE-0613,16,SCRIVEN STREET,MOUNT CROSBY,4306,152.802965939799,-27.5420093131275,808.683978555206,25952.2804650605
215,D1884,MALCOLM MCDOUGALL PARK,B-RE-0612,58,SCRIVEN STREET,MOUNT CROSBY,4306,152.799250346092,-27.540916888305,874.345959170731,31352.7889958954
216,D1885,SWENSONS ROAD NATURE RESERVE,B-RE-0611,135,SWENSONS ROAD,MOUNT CROSBY,4306,152.828664695,-27.5167358859999,869.991718961075,7287.72403579695
217,D1886,KOOKABURRA PARK - WEST,B-RE-0610,54,CARINGAL DRIVE,KARANA DOWNS,4306,152.838727234,-27.544447915,2718.10604837932,146235.574041433
218,D1887,LIONS NATURE TRAIL PARK,B-RE-0609,120,CANDOWIE CRESCENT,KARANA DOWNS,4306,152.819349461,-27.536279023,1314.30731479681,12071.6730581512
219,D1888,HERITAGE PARK,B-RE-0608,207,COLLEGE ROAD,KARANA DOWNS,4306,152.832069766982,-27.5437741632968,371.112609109598,5440.30645405935
220,D1889,ATKINSON DRIVE RESERVE,B-RE-0607,513,MT CROSBY ROAD,KARANA DOWNS,4306,152.806723842595,-27.5565773266362,788.076461736108,15696.1051946083
221,D1890,BULLOCK DRAY ROAD PARK,B-RE-0606,73,BULLOCK DRAY DRIVE,MOUNT CROSBY,4306,152.824840618465,-27.5202869862017,4764.94020750175,128715.21390132
222,D1891,BANKSIA DRIVE RESERVE,B-RE-0605,48,BANKSIA DRIVE,MOUNT CROSBY,4306,152.816227231,-27.519340483,4309.14940098088,88603.4464561736
223,D1892,SKYLINE DRIVE PARK,B-RE-0604,80,SKYLINE DRIVE,KHOLO,4306,152.748152272768,-27.5313999332121,1628.35135294275,68613.3170756497
224,D1893,STUMERS ROAD RESERVE,B-RE-0603,770,MT CROSBY ROAD,MOUNT CROSBY,4306,152.804069411094,-27.5364327501583,1916.11664339649,210759.409610008
225,D1894,PLATYPUS PARK,B-RE-0602,18,BANKSIA DRIVE,MOUNT CROSBY,4306,152.818077161,-27.5241056589999,778.737760112332,15165.0108512199
226,D1896,KHOLO BUSHLAND RESERVE,B-RE-0601,271A,LAKE MANCHESTER ROAD,KHOLO,4306,152.807671629164,-27.4927778262207,19505.4485988723,4523988.02769821
227,D1897,ILLAWONG RESERVE,B-RE-0600,73,COLLEGE ROAD,KARANA DOWNS,4306,152.81887387173,-27.5528280805553,3263.14973899466,143116.621566106
228,D1898,EMUNGERIE GROVE RESERVE,B-RE-0599,27A,EMUNGERIE GROVE,KARANA DOWNS,4306,152.813525585,-27.533331416,6952.0536138422,140156.540734947
229,D1900,BURRUN PARK,B-RE-0598,99,COLLEGE ROAD,KARANA DOWNS,4306,152.820896692963,-27.5491160094713,2324.75331562308,105679.636362213
230,D1901,KUPI PARK,B-RE-0597,58,TANDERRA WAY,KARANA DOWNS,4306,152.823355216105,-27.5404537876212,1640.02577573856,54333.5188768805
231,D1902,THOMAS McBRIDE PARK,B-RE-0596,290,EAGLE FARM ROAD,PINKENBA,4008,153.121713008101,-27.4186104174686,1413.92642085131,79041.4074018901
232,D1903,LOGAN ROAD PARK (NO. 2588),B-RE-0595,2588,LOGAN ROAD,EIGHT MILE PLAINS,4113,153.100954078,-27.579989504,1263.69935167581,33243.5280804089
233,D1904,PHILLIPS PLACE PARK,B-RE-0594,11,PHILLIPS PLACE,WAKERLEY,4154,153.143153561,-27.4846536809999,1989.46776519507,64014.7832431455
234,D1905,CHURCH STREET PARK,B-RE-0593,21,EAST STREET,FORTITUDE VALLEY,4006,153.037073965,-27.454612125,339.178622670415,1582.05509060007
235,D1906,ROSENEATH DRIVE PARK,B-RE-0592,133,GREENWAYS ESPLANADE,PARKINSON,4115,153.026957267605,-27.6380093516988,300.668963736354,5152.91555101055
236,D1907,DOYLE PLACE PARK (NO. 29),B-RE-0591,29,DOYLE PLACE,THE GAP,4061,152.931286648082,-27.4558635290433,225.024155384858,1611.89618115614
237,D1908,ALBANY CREEK ROAD PARK (NO. 245),B-RE-0590,245,ALBANY CREEK ROAD,BRIDGEMAN DOWNS,4035,153.001787019374,-27.3573161044185,920.274835659484,24704.5050039298
238,D1909,DASYURE PLACE PARK,B-RE-0589,47,DASYURE PLACE,WYNNUM WEST,4178,153.151154900576,-27.4615311390187,364.917406219365,7290.85980987111
239,D1910,KENILWORTH PLACE PARK,B-RE-0588,67,KENILWORTH PLACE,CARINDALE,4152,153.122836005827,-27.5220390782716,124.948058786018,790.409018136516
240,D1911,ALDERBURY PLACE PARK,B-RE-0587,32,KENILWORTH PLACE,CARINDALE,4152,153.120716977585,-27.5206793523875,400.038819724691,7835.82520040242
241,D1912,PACIFIC PARADE PARK (NO. 47),B-RE-0586,47,PACIFIC PARADE,FOREST LAKE,4078,152.978664940572,-27.6248587271784,306.559976671516,1966.54417720078
242,D1913,PARK AVENUE PARK,B-RE-0585,15,PARK AVENUE,ASHGROVE,4060,153.001762970248,-27.4418161092009,130.047217999017,1129.11828718049
243,D1914,COLLEGE ROAD PARK,B-RE-0584,66,COLLEGE ROAD,KARANA DOWNS,4306,152.811595535,-27.5518780529999,1978.76212902902,22710.8729783485
244,D1915,LOGAN ROAD PARK (NO. 2641),B-RE-0005,2651,LOGAN ROAD,EIGHT MILE PLAINS,4113,153.098865123245,-27.584848754072,639.366999303449,12694.5635939245
245,D1917,BEENLEIGH ROAD PARK (NO. 1251),B-RE-0583,1251,BEENLEIGH ROAD,RUNCORN,4113,153.085354100771,-27.6027064031459,800.897886831926,35145.8937174997
246,D1918,JOHN WILSON RESERVE,B-RE-0582,52,GLENHURST STREET,PINJARRA HILLS,4069,152.899418676,-27.553987943,3116.87319260341,94625.235236592
247,D1919,YOUNGS ROAD PARK,B-RE-0581,272,HEMMANT-TINGALPA ROAD,HEMMANT,4174,153.132133576667,-27.454518755,216.344455951055,2209.62588530614
248,D1920,UNDERWOOD ROAD PARK (NO. 228A),B-RE-0580,226A,UNDERWOOD ROAD,EIGHT MILE PLAINS,4113,153.096782831345,-27.5897275719326,877.908618501395,9966.46632588407
249,D1921,PINNIBAR STREET PARK (NO. 40),B-RE-0004,40,PINNIBAR STREET,HEMMANT,4174,153.131649706169,-27.455842810911,586.739168279663,7403.02965858561
250,D1922,PINNIBAR STREET PARK (NO. 43),B-RE-0579,43,PINNIBAR STREET,HEMMANT,4174,153.13078307549,-27.4577584238544,246.979384205977,1114.16953567021
251,D1924,EWAN PLACE PARK,B-RE-0578,27,EWAN PLACE,BRACKEN RIDGE,4017,153.028272527102,-27.3267216086101,551.369039304552,7593.48493664768
252,D1925,WARRANILLA STREET PARK,B-RE-0577,30,SWANBROOK PLACE,PARKINSON,4115,153.024128720583,-27.6347058047914,299.464435286711,5047.88054081547
253,D1926,METROPLEX AVENUE WETLANDS,B-RE-0369,26,BORTHWICK AVENUE,MURARRIE,4172,153.100531418,-27.449991382,1358.70658059695,18142.8259153137
254,D1927,OAK PLACE PARK,B-RE-0161,53,OAK PLACE,MACKENZIE,4156,153.124929014067,-27.5392038688609,404.407068269572,5226.93623104808
255,D1928,CARABBEAN CLOSE PARK,B-RE-0160,59,PINEWOOD STREET,WYNNUM WEST,4178,153.146800764,-27.4554160709999,508.720575500253,6653.467698826
256,D1930,EVERGREEN PLACE PARK,B-RE-0159,41,ROSEWOOD PLACE,MURARRIE,4172,153.092068006081,-27.4646045464995,1436.14044566172,51231.6535415873
257,D1931,CALLIOPE CIRCUIT PARK,B-RE-0158,11,CALLIOPE CIRCUIT,MURARRIE,4172,153.094067860373,-27.4636559074458,470.496351087369,11406.1442049626
258,D1932,MICHAEL PLACE PARK,B-RE-0157,70,BARBOUR ROAD,BRACKEN RIDGE,4017,153.032145088694,-27.3250479612638,365.771791168593,7938.32417425816
259,D1933,ALLINGHAM STREET PARK,B-RE-0156,70A,ALLINGHAM STREET,KURABY,4112,153.093280028944,-27.6129649107964,796.907269390881,14079.7852793834
260,D1934,SOUTHGATE AVENUE PARK,B-RE-0155,91,SOUTHGATE AVENUE,CANNON HILL,4170,153.091415688219,-27.4657422270255,351.002110682963,6003.36203589594
261,D1936,SEABROOK CIRCUIT PARK,B-RE-0154,40,SEABROOK CIRCUIT,WESTLAKE,4074,152.91473327212,-27.5501056072896,413.886626640227,10074.3877311643
262,D1937,SPINE STREET PARK,B-RE-0153,7,WOLSTON ROAD,SUMNER,4074,152.940809858945,-27.5689045462658,1536.33189459504,85542.3565852239
263,D1939,MT CROSBY SPORTSGROUND,B-RE-0151,491,ALLAWAH ROAD,CHUWAR,4306,152.795990838492,-27.5398813950823,1442.37894381994,136961.458332638
264,D1940,MUSCARI CRESCENT PARK,B-RE-0150,59,MUSCARI CRESCENT,DREWVALE,4116,153.045924746694,-27.6408793248044,361.179014484319,5356.40202172404
265,D1944,BEAUDESERT ROAD PARK (NO. 2911),B-RE-0148,2939,BEAUDESERT ROAD,PARKINSON,4115,153.036422741672,-27.643720504366,3172.81242219038,330737.094091406
266,D1945,BELGENNY WAY PARK,B-RE-0147,90,LOCKROSE STREET,MITCHELTON,4053,152.967436493343,-27.4136726963952,1049.07207416513,16771.4213388782
267,D1946,CATALINA PARK,B-RE-0146,71,MACQUARIE STREET,TENERIFFE,4005,153.050577470643,-27.4596724140767,1166.68954850507,7546.99231135674
268,D1947,ETON AVENUE PARK,B-RE-0145,289,ABERDEEN PARADE,BOONDALL,4034,153.071016003006,-27.3519260763275,698.741499637944,17777.3368651589
269,D1948,MERTHYR ROAD PARK,B-RE-0144,199,MERTHYR ROAD,NEW FARM,4005,153.052822539,-27.465678335,1326.20664232212,3754.28496256735
270,D1949,SENDEN CRESCENT PARK,B-RE-0143,94,SENDEN CRESCENT,MANLY WEST,4179,153.149975382785,-27.4729253872597,293.946688913291,4979.19431806497
271,D1950,ASHGROVE AVENUE PARK,B-RE-0142,1A,QUANDONG STREET,ASHGROVE,4060,153.004952228806,-27.4367683065452,1269.56515475143,37447.9947456157
272,D1951,WOLSTON ROAD PARK,B-RE-0141,197,WOLSTON ROAD,SUMNER,4074,152.931677336298,-27.5678030160715,3478.19753368969,238391.104452228
273,D1952,TALTARNI CIRCUIT PARK,B-RE-0140,864,SAMFORD ROAD,MITCHELTON,4053,152.962942542981,-27.4121909587701,157.512575262,1109.19389251695
274,D1953,ST ANDREWS AVENUE PARK,B-RE-0139,6,ST ANDREWS AVENUE,FOREST LAKE,4078,152.96966597358,-27.6300754160472,246.498932533537,3938.06403988357
275,D1954,MENSFORTH BUSHLAND,B-RE-0138,122,CHILDS STREET,BRACKEN RIDGE,4017,153.049226833335,-27.3259328142796,1142.22533365783,82529.6383326009
